,Restaurant Name,Country Code,City,Longitude,Latitude,Major Cuisines,Average Cost for two in rupees,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Address
4036,Abhishek Restaurant,1,New Delhi,77.3016535,28.6307448,North Indian,400.0,No,No,No,1,2.9,Orange,Average,36,"Shop G-6, Pankaj Corner Market, Near Prince Appartment, IP Extension, New Delhi"
4037,AL Maroosh,1,New Delhi,77.2933535,28.6221018,North Indian,500.0,No,No,No,2,2.8,Orange,Average,20,"E/76, West Vinod Nagar, IP Extension, New Delhi"
4038,Ambarsari Kababs & Curries,1,New Delhi,77.3027284,28.6332414,North Indian,400.0,No,No,No,1,3.0,Orange,Average,4,"G-45, Pankaj Central Market, Near Plato Public School, IP Extension, New Delhi"
4039,Ambrosia - The Golden Palms Hotel,1,New Delhi,77.3061495,28.6310189,North Indian,1500.0,Yes,No,No,3,2.8,Orange,Average,68,"The Golden Palms Hotel, 6C, Opposite East Delhi Police Headquarter, IP Extension, New Delhi"
4040,Bala's Kitchen,1,New Delhi,77.3062105,28.6311765,South Indian,300.0,No,No,No,1,2.9,Orange,Average,4,"B/1-133, Ekta Garden, IP Extension, New Delhi"
4041,Cafe Meadows,1,New Delhi,77.2995552,28.6360907,Fast Food,200.0,No,No,No,1,3.1,Orange,Average,26,"9, DDA Market 1, Opposite St. Andrew's Scots School, IP Extension, New Delhi"
4042,Dee The Baker,1,New Delhi,77.3089444,28.6281517,Bakery,300.0,No,Yes,No,1,3.4,Orange,Average,11,"Agrasen Apartments, IP Extension, New Delhi"
4044,Finger Licious,1,New Delhi,77.3056876,28.6362503,Bakery,200.0,No,Yes,No,1,3.2,Orange,Average,137,"A-142, Madhu Vihar Main Road, Near Patparganj Bus Depot, IP Extension, New Delhi"
4045,Garden Hut,1,New Delhi,77.3059907,28.6306439,Chinese,450.0,No,No,No,1,2.7,Orange,Average,8,"Balco Society, Front Market, IP Extension, New Delhi"
4046,Hari Mirch Masala,1,New Delhi,77.3031004,28.6360078,North Indian,350.0,No,Yes,No,1,2.8,Orange,Average,101,"B-34, Gurudawara Road, Madhu Vihar, IP Extension, New Delhi"
4047,Kamal's,1,New Delhi,77.3031053,28.6351912,North Indian,550.0,No,Yes,No,2,2.8,Orange,Average,103,"C-31, Gurudwara Road, Madhu Vihar, IP Extension, New Delhi"
4048,Kocktails & Kurries,1,New Delhi,77.3089888,28.6280802,North Indian,950.0,Yes,Yes,No,2,3.1,Orange,Average,94,"4, Atlantic Plaza, Local Shopping Complex, IP Extension, New Delhi"
4049,Madras Cafe,1,New Delhi,77.3032993,28.6355354,South Indian,150.0,No,No,No,1,3.2,Orange,Average,22,"C 30, Madhuvihar, IP Extension, New Delhi"
4051,Meet n Eat,1,New Delhi,77.3082609,28.6282279,North Indian,450.0,No,No,No,1,2.7,Orange,Average,56,"G-2, Atlantic Plaza, LSC 2, Opposite Ajanta Apartment, IP Extension, New Delhi"
4052,Punjabi Mirchi,1,New Delhi,77.3028343,28.6335406,North Indian,650.0,No,No,No,2,3.3,Orange,Average,49,"G-21, Pankaj Central Market, Near Plato Public School, IP Extension, New Delhi"
4053,The Garam Masala,1,New Delhi,77.3079824,28.627967,North Indian,400.0,No,Yes,No,1,3.4,Orange,Average,60,"G-7, Aggarwal Tower, Near Ajanta Market, LSC 2, IP Extension, New Delhi"
4054,Unique Pastry Shop,1,New Delhi,77.3035124,28.6349194,Bakery,200.0,No,Yes,No,1,3.4,Orange,Average,86,"C-15, Madhu Vihar, IP Extension, New Delhi"
4055,Vaishno Amritsari Dhaba,1,New Delhi,77.307845,28.6278421,North Indian,350.0,No,Yes,No,1,3.2,Orange,Average,51,"G-12, Aggarwal Tower, Local Shopping Complex 2, Near AVB Public School, IP Extension, New Delhi"
4056,Zara Restaurant,1,New Delhi,77.2919552,28.6220862,North Indian,400.0,No,Yes,No,1,3.3,Orange,Average,24,"Shop 15, DDA Market, Opposite Mayor Public School, IP Extension, New Delhi"
4057,Bhatia Sweets,1,New Delhi,77.305996,28.630711,Mithai,150.0,No,No,No,1,3.5,Yellow,Good,97,"2, DDA Market 2, Near Balco Apartment, IP Extension, New Delhi"
4058,De Cafepedia,1,New Delhi,77.3030936,28.6360258,Fast Food,250.0,No,Yes,No,1,3.5,Yellow,Good,60,"B-41, Shop 2, Gurdwara Road, Madhu Vihar, IP Extension, New Delhi"
4059,Icy Curls,1,New Delhi,77.3037739,28.634931,Desserts,300.0,No,Yes,No,1,3.7,Yellow,Good,25,"C-12/1 Main Road, Madhu Vihar Market, IP Extension, New Delhi"
4060,Chakhna,1,New Delhi,77.3012262,28.6308689,North Indian,400.0,No,Yes,No,1,0.0,White,Not rated,3,"G-2, Pankaj Plaza, Patparganj, IP Extension, New Delhi"
4061,Choco-House Chocolatiers,1,New Delhi,0.0,0.0,Desserts,500.0,No,No,No,2,0.0,White,Not rated,0,"224 Vardhman Plaza, 9 Local Shopping Center 2, IP Extension, New Delhi"
4062,D Brown Affairs,1,New Delhi,77.2995024,28.6362246,Bakery,300.0,No,No,No,1,0.0,White,Not rated,0,"Anamika Apartments, IP Extension, New Delhi"
4063,Daya Sagar,1,New Delhi,77.2974464,28.6346331,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"204, Gali Number 13, Chander Vihar, IP Extension, New Delhi"
4064,Food Code 99,1,New Delhi,77.3011496,28.6274039,Chinese,300.0,No,No,No,1,0.0,White,Not rated,1,"C-72A, Shri Ram Chowk, Mandawali, Opposite Subzi Mandi, Vinod Nagar, Near, IP Extension, New Delhi"
4065,Foodie Singh,1,New Delhi,77.2990042,28.6336787,North Indian,500.0,No,No,No,2,0.0,White,Not rated,3,"A-105, Shop 4, Chander Vihar Market, Sahyadri Appartment, IP Extension, New Delhi"
4066,Gluten Free by Deepika,1,New Delhi,0.0,0.0,Bakery,350.0,No,No,No,1,0.0,White,Not rated,0,"Agrasen Apartments, IP Extension, New Delhi"
4067,Jain Restaurant,1,New Delhi,77.2995973,28.630479,North Indian,500.0,Yes,No,No,2,0.0,White,Not rated,0,"246/67, Opposite Prince Apartment, IP Extension, New Delhi"
4068,Kesariya Sweets,1,New Delhi,77.30793916,28.62804124,Mithai,250.0,No,No,No,1,0.0,White,Not rated,2,"G 8, Aggarwal Tower, LSC 2, Patparganj, IP Extension, New Delhi"
4070,Krishna Da Dhaba,1,New Delhi,77.3032993,28.6355354,North Indian,200.0,No,No,No,1,0.0,White,Not rated,3,"Shop C- 31 A, Madhu Vihar, IP Extension, New Delhi"
4071,Little Cup Cake,1,New Delhi,0.0,0.0,Bakery,350.0,No,No,No,1,0.0,White,Not rated,0,"107, Vidhi Apartments, Plot 116, IP Extension, New Delhi"
4072,New Kovilakam Restaurant,1,New Delhi,77.30450468,28.63570449,Kerala,400.0,No,No,No,1,0.0,White,Not rated,1,"A 70/3, Gali 5, Madhu Vihar, IP Extension, New Delhi"
4073,Nice Food Corner,1,New Delhi,77.2934576,28.6219398,Street Food,150.0,No,No,No,1,0.0,White,Not rated,0,"E/74 West Vinod Nagar, IP Extension, New Delhi"
4074,Radhey Radhey Foods,1,New Delhi,77.3029659,28.6264823,North Indian,500.0,No,No,No,2,0.0,White,Not rated,2,"D-500, West Vinod Nagar, Near Apex Hospital, IP Extension, New Delhi"
4075,Schezwan Bakery,1,New Delhi,77.3065335,28.6304877,Bakery,200.0,No,No,No,1,0.0,White,Not rated,0,"19, DDA Central Market (Balco Market), IP Extension, New Delhi"
4076,Shama Muradabadi Chicken Corner,1,New Delhi,77.3037861,28.6349562,Biryani,300.0,No,No,No,1,0.0,White,Not rated,1,"C-12,G/F, Main Road Madhu Vihar, IP Extension, New Delhi"
4077,Starve Stalkers,1,New Delhi,0.0,0.0,Italian,300.0,No,No,No,1,0.0,White,Not rated,1,"IP Extension, New Delhi"
4078,Tava & Tandoor,1,New Delhi,77.3030602,28.635191,North Indian,400.0,No,No,No,1,0.0,White,Not rated,1,"C-37, LG-1,2, Opposite Narwana Appartment, Madhu Vihar, IP Extension, New Delhi"
4079,Chutneez Restaurant Lounge & Bar,1,New Delhi,77.3095488,28.6339747,North Indian,1200.0,Yes,Yes,No,3,2.4,Red,Poor,124,"308-A, Above ICICI Bank, RG Square Mall, Near Max Hospital, IP Extension, New Delhi"
4080,Domino's Pizza,1,New Delhi,77.3012464,28.6308576,Pizza,700.0,No,No,No,2,2.4,Red,Poor,113,"Plot 7, LSC, Prince Apartments Market, IP Extension, New Delhi"
4081,Mangal Sweets,1,New Delhi,77.3015435,28.6304523,North Indian,400.0,No,Yes,No,1,2.4,Red,Poor,166,"6 LSC, RSN Arcade, New Prince Apartments, IP Extension, New Delhi"
4082,Sweet Tickles,1,New Delhi,77.305766,28.631723,Bakery,500.0,No,No,No,2,4.1,Green,Very Good,71,"A-18, Bathla Appartments, IP Extension, New Delhi"
4083,Ira - The Waterside Bar - ITC Maurya,1,New Delhi,77.1734292,28.5981818,Finger Food,2000.0,No,No,No,4,3.2,Orange,Average,17,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi"
4084,Nutmeg The Gourmet Shop - ITC Maurya,1,New Delhi,77.1735895,28.5974082,Bakery,1000.0,No,No,No,3,3.4,Orange,Average,25,"ITC Maurya, Chanakyapuri, New Delhi"
4085,Fabelle Chocolate Boutique - ITC Maurya,1,New Delhi,77.1735895,28.5974082,Desserts,1200.0,No,No,No,3,3.8,Yellow,Good,20,"ITC Maurya, Chanakyapuri, New Delhi"
4089,Ashish Lal Dhaba,1,New Delhi,77.23888333,28.63209722,North Indian,400.0,No,No,No,1,3.2,Orange,Average,26,"B4, Kotla Road, ITO, New Delhi"
4090,Lal Dhaba,1,New Delhi,0.0,0.0,North Indian,200.0,No,No,No,1,3.1,Orange,Average,10,"Plot B3, Kotla Road, ITO, New Delhi"
4091,McDonald's,1,New Delhi,77.24104444,28.63255,Fast Food,500.0,No,No,No,2,3.2,Orange,Average,25,"GF 3A-4D, Milap Building, Bahadur Shah Zafar Marg, ITO, New Delhi"
4092,Udupi Cafe,1,New Delhi,77.24134527,28.6311424,South Indian,300.0,No,No,No,1,3.5,Yellow,Good,117,"Ground Floor, Pratap Bhawan, Building 5, Bahadurshah Zafar Marg, Near ITO, New Delhi"
4093,"34, Chowringhee Lane",1,New Delhi,77.097151,28.6347982,Fast Food,350.0,No,No,No,1,2.7,Orange,Average,11,"23/1, Prem Nagar, Jail Road, New Delhi"
4095,Anand Chicken & Fast Food,1,New Delhi,77.096421,28.6274912,Chinese,400.0,No,No,No,1,2.8,Orange,Average,9,"WZ-73, Gali 4, Shiv Nagar, Near Jail Road, New Delhi"
4096,Baba Chicken Ludhiana Wale,1,New Delhi,77.0968706,28.6355956,North Indian,300.0,No,Yes,No,1,3.1,Orange,Average,7,"18/2, DS Prem Nagar, Near Tilak Nagar Metro Station, Jail Road, New Delhi"
4097,Bombay Vada Pav,1,New Delhi,77.0969926,28.6360464,Street Food,150.0,No,No,No,1,2.8,Orange,Average,41,"Shop 30/1, Double Storey, Ashok Nagar, Near Tilak Nagar Metro Station, Jail Road, New Delhi"
4098,Cafe Coffee Day,1,New Delhi,77.0971876,28.6362828,Cafe,450.0,No,No,No,1,3.1,Orange,Average,5,"30/3A, Ashok Nagar, Near Metro Station, Tilak Nagar, Jail Road, New Delhi"
4099,Chin Pokli,1,New Delhi,77.107504,28.620964,Chinese,400.0,No,No,No,1,3.1,Orange,Average,13,"El-12 A, Shop 2, L Block, Hari Nagar, Near Jail Road, New Delhi"
4100,Curries,1,New Delhi,77.1090874,28.6275885,Chinese,600.0,No,Yes,No,2,2.7,Orange,Average,6,"BE 403, Lane 7, Hari Nagar, Jail Road, New Delhi"
4101,Deepak Vaishno Dhaba,1,New Delhi,77.0981016,28.6310878,North Indian,350.0,No,No,No,1,3.4,Orange,Average,59,"Stalls A-F, DDA Market, Jail Road, New Delhi"
4102,Delhi Dhaba,1,New Delhi,77.1022244,28.6237129,North Indian,300.0,No,No,No,1,3.1,Orange,Average,15,"A 2A, DDA Flat, Hari Nagar, Virender Nagar, Jail Road, New Delhi"
4104,Flirty Momo's,1,New Delhi,77.1028818,28.6494365,Chinese,350.0,No,Yes,No,1,3.1,Orange,Average,37,"25/1, Ashok Nagar, Jail Road, New Delhi"
4105,Frontier,1,New Delhi,77.0975994,28.6312881,Bakery,200.0,No,No,No,1,3.2,Orange,Average,14,"BA 141A, Jail Road, New Delhi"
4106,Giani,1,New Delhi,77.1109713,28.6255303,Ice Cream,400.0,No,No,No,1,3.0,Orange,Average,6,"Shop 3, CE-2/1, Hari Nagar, Jail Road, New Delhi"
4107,Green Chick Chop,1,New Delhi,77.0980497,28.6316476,Raw Meats,350.0,No,No,No,1,3.3,Orange,Average,60,"AB/147, DDA Market, Jail Road, New Delhi"
4108,Khalsa Veg Corner,1,New Delhi,77.0980565,28.6343754,North Indian,300.0,No,No,No,1,3.4,Orange,Average,22,"27, Gurudwara Market, Jail Road, New Delhi"
4109,Kings Kulfi,1,New Delhi,77.0971673,28.6349446,Ice Cream,150.0,No,No,No,1,3.3,Orange,Average,10,"25/3, Jail Road, New Delhi"
4110,Kohli Dhaba,1,New Delhi,77.0982505,28.631387,North Indian,600.0,No,Yes,No,2,3.4,Orange,Average,74,"Shop 3, DDA Market, Jail Road, New Delhi"
4111,Laxmi Ice Cream,1,New Delhi,77.0968803,28.6353891,Ice Cream,200.0,No,No,No,1,3.4,Orange,Average,25,"27/1, Ashok Nagar, Double Store, Jail Road, New Delhi"
4112,Mosaic - SK Premium Park,1,New Delhi,77.1136177,28.6300121,North Indian,2500.0,Yes,No,No,4,2.9,Orange,Average,14,"SK Premium Park, 1-B, Sub District Center, Behind Deen Dayal Hospital, Hari Nagar, Jail Road, New Delhi"
4113,Moti Mahal Delux,1,New Delhi,77.1013347,28.6255608,North Indian,800.0,Yes,Yes,No,2,2.7,Orange,Average,12,"HL-3 GF, Opposite Santoshi Mata Mandir, Jail Road, New Delhi"
4114,Mukesh Chic-Inn Hot & Spice,1,New Delhi,77.0969155,28.6356447,Mughlai,400.0,No,Yes,No,1,3.0,Orange,Average,9,"28/1, Double Storey, Ashok Nagar, Jail Road, New Delhi"
4115,Muradabadi Biryani,1,New Delhi,77.0981402,28.6322412,Hyderabadi,300.0,No,No,No,1,2.6,Orange,Average,18,"E-68, Gurunanak Pura, Jail Road, New Delhi"
4116,Muradabadi Shahi Biryani & Chicken Corner,1,New Delhi,77.0978255,28.6316146,North Indian,450.0,No,No,No,1,3.3,Orange,Average,68,"Shop 3, BA-141-A, Near Jail Road, New Delhi"
4117,Nagi Fish Corner,1,New Delhi,77.0965558,28.63561,North Indian,250.0,No,No,No,1,3.1,Orange,Average,7,"4, 29/1, Ashok Nagar, Jail Road, New Delhi"
4118,Nirula's Ice Cream,1,New Delhi,77.0981006,28.6316165,Desserts,250.0,No,No,No,1,3.0,Orange,Average,4,"Shop 1BA-148A, Jail Road, New Delhi"
4119,Papa Veg Chinese Food,1,New Delhi,77.0971629,28.6347297,Chinese,400.0,No,Yes,No,1,2.9,Orange,Average,33,"25/1, Double Story Prem Nagar, Jail Road, New Delhi"
4120,Pindi's Kitchen,1,New Delhi,77.0971063,28.6350493,Mughlai,450.0,No,No,No,1,3.3,Orange,Average,11,"26/1, Ashok Nagar, Jail Road, New Delhi"
4121,Rewari Sweets,1,New Delhi,77.1087679,28.6134073,Mithai,400.0,No,No,No,1,3.2,Orange,Average,5,"WZ - 3D, Lajwanti Garden, Jail Road, New Delhi"
4123,Sahni Chicken Corner,1,New Delhi,77.1017394,28.6249007,North Indian,500.0,No,Yes,No,2,3.2,Orange,Average,23,"B/2-A, Saheed Major Rajeev Lal Marg, Near Red Light, Jail Road, New Delhi"
4124,Sarpal Restaurant,1,New Delhi,77.1112093,28.6249622,North Indian,550.0,No,No,No,2,3.1,Orange,Average,14,"C-123 A, Clock Tower Chowk, Hari Nagar, Jail Road, New Delhi"
4125,SGF - Spice Grill Flame,1,New Delhi,77.0981661,28.6334468,North Indian,500.0,No,No,No,2,2.9,Orange,Average,8,"E-31, Shop 2, Guru Nanak Pura, Jail Road, New Delhi"
4126,Shanta Fresh Fish Corner,1,New Delhi,77.0965824,28.635497,North Indian,400.0,No,No,No,1,3.1,Orange,Average,9,"19/2, Prem Nagar, Jail Road, New Delhi"
4127,Shree Meenakshi Dosai,1,New Delhi,77.0970387,28.6358663,South Indian,250.0,No,No,No,1,2.9,Orange,Average,8,"29/2, Opposite Gate 3,  Ashok Nagar, Jail Road, New Delhi"
4128,Singz,1,New Delhi,77.0977886,28.6315014,North Indian,600.0,No,Yes,No,2,2.9,Orange,Average,57,"BA-144 A, Opposite DDA Market, Jail Road, New Delhi"
4129,Sona Bakers,1,New Delhi,77.0967806,28.6356765,Bakery,200.0,No,No,No,1,3.4,Orange,Average,17,"18/1, Double Storey, Prem Nagar, Jail Road, New Delhi"
4130,Tak - a - Tak,1,New Delhi,77.0976322,28.6309971,North Indian,300.0,No,No,No,1,3.3,Orange,Average,14,"Shop 31, B Block, DDA Market, Jail Road, New Delhi"
4131,The Great Indian Food Truck,1,New Delhi,77.110907,28.6246348,Chinese,250.0,No,No,No,1,3.0,Orange,Average,6,"Hari Nagar, Jail Road, New Delhi"
4132,Tihar Food Court,1,New Delhi,77.1040333,28.6197878,Fast Food,300.0,No,No,No,1,2.9,Orange,Average,14,"Tihar Jail Complex, Opposite Indraprastha Gas Station, Jail Road, New Delhi"
4133,Uncle Da Dhabha,1,New Delhi,77.0998706,28.6351319,North Indian,200.0,No,No,No,1,3.0,Orange,Average,6,"Ashok Nagar Main Raod, Jail Road, New Delhi"
4134,Variety Chicken Corner,1,New Delhi,77.1074751,28.6212976,North Indian,450.0,No,No,No,1,2.9,Orange,Average,16,"Shop 1, DB Block, Shopping Complex, Hari Nagar, Near Jail Road, New Delhi"
4135,Wah Ji Wah,1,New Delhi,77.0971697,28.6350345,Mughlai,450.0,No,Yes,No,1,2.5,Orange,Average,9,"25/1, Double Story, Ashok Nagar, Jail Road, New Delhi"
4136,9 Scoops,1,New Delhi,77.0998371,28.635251,Ice Cream,300.0,No,No,No,1,3.6,Yellow,Good,33,"WZ 44/4 Uggarsain Market, Ashok Nagar, Jail Road, New Delhi"
4137,Kati Roll Cottage,1,New Delhi,77.0994344,28.6344684,Fast Food,200.0,No,Yes,No,1,3.5,Yellow,Good,14,"67/5, Ashok Nagar, Jail Road, New Delhi"
4138,Pul Bangash Wale,1,New Delhi,77.097993,28.6315308,North Indian,300.0,No,No,No,1,3.7,Yellow,Good,89,"DDA Market, Jail Road, New Delhi"
4139,Sunny Chicken Soup,1,New Delhi,77.0970504,28.6351651,North Indian,200.0,No,No,No,1,3.6,Yellow,Good,75,"22/1, Double Storey, Prem Nagar, Jail Road, New Delhi"
4140,Yo Momos,1,New Delhi,77.0977144,28.6314535,Chinese,300.0,No,Yes,No,1,3.7,Yellow,Good,29,"BA 142-A, Jail Road, New Delhi"
4141,Bikaner Sweets,1,New Delhi,77.0997544,28.6344525,Chinese,200.0,No,No,No,1,0.0,White,Not rated,1,"45/1, Ashok Nagar, Jail Road, New Delhi"
4142,Bittoo Murge Wala,1,New Delhi,77.0972622,28.6360885,North Indian,300.0,No,No,No,1,0.0,White,Not rated,1,"Opposite Bombay Vada Pao, Near Tilak Nagar Metro Station, Jail Road, New Delhi"
4144,Just Parkash,1,New Delhi,77.1088295,28.6628124,Chinese,350.0,No,No,No,1,0.0,White,Not rated,2,"WZ-111, Shop 3, Som Bazar Road, Shiv Nagar, Jail Road, New Delhi"
4145,Kwality Sweet Corner,1,New Delhi,77.1109839,28.6244686,Chinese,200.0,No,No,No,1,0.0,White,Not rated,3,"Clock Tower, Hari Nagar, Jail Road, New Delhi"
4146,Mohan Chaat Corner,1,New Delhi,77.1073269,28.6212971,North Indian,200.0,No,No,No,1,0.0,White,Not rated,1,"Shop 6 B, DB Block Shopping Complex, Near DESU Office, Hari Nagar, Jail Road, New Delhi"
4147,Mr. Momo,1,New Delhi,77.0996828,28.6357503,Fast Food,350.0,No,No,No,1,0.0,White,Not rated,1,"Shop 41/1, Near House of Tax, Ashok Nagar, Jail Road, New Delhi"
4148,Pishori Chicken Corner,1,New Delhi,77.1018025,28.6235852,Mughlai,350.0,No,No,No,1,0.0,White,Not rated,1,"Jail Road, New Delhi"
4149,Punjab Patiyala Sahi,1,New Delhi,77.0974053,28.6342008,Mughlai,350.0,No,No,No,1,0.0,White,Not rated,1,"Guru Nanak Pura, Jail Road, New Delhi"
4150,Shama Chicken Corner,1,New Delhi,77.1108325,28.6258103,Biryani,300.0,No,No,No,1,0.0,White,Not rated,3,"CE 1, Shop 5, Near Hari Nagar Clock Tower, Jail Road, New Delhi"
4151,Wah G Wah,1,New Delhi,77.098778,28.631327,North Indian,450.0,No,Yes,No,1,0.0,White,Not rated,2,"D-1, Fateh Nagar, Vaidic Marg, Jail Road, New Delhi"
4152,Grillz,1,New Delhi,77.101117,28.625289,Fast Food,500.0,No,Yes,No,2,2.2,Red,Poor,19,"BS-3, LIC Housing Finance Complex, Near Santoshi Mata Mandir, Jail Road, New Delhi"
4153,The Barbeque Company,1,New Delhi,77.1014229,28.6255344,North Indian,1200.0,No,No,No,3,4.2,Green,Very Good,621,"HL 1-2, L Block, Jail Road, New Delhi"
4154,Anmol Chicken Corner,1,New Delhi,77.2349022,28.6498101,North Indian,400.0,No,No,No,1,3.1,Orange,Average,7,"4120, Urdu Bazar, Jama Masjid, New Delhi"
4155,Babu Bhai Kabab Wale,1,New Delhi,77.2339142,28.6472969,Mughlai,200.0,No,No,No,1,3.4,Orange,Average,12,"1465 B,Near Masjid Sayed Rafai, Chitli Qabar, Jama Masjid, New Delhi"
4156,Chicken Mughlai,1,New Delhi,77.2335637,28.6487528,North Indian,350.0,No,No,No,1,3.0,Orange,Average,6,"Bazaar Matia Mahal, Jama Masjid, New Delhi"
4158,Jawahar Hotel,1,New Delhi,77.2334814,28.649456,North Indian,500.0,No,No,No,2,3.4,Orange,Average,40,"Gate 1, Bazaar Matia Mahal, Jama Masjid, New Delhi"
4159,Lalu Kababe,1,New Delhi,77.2339276,28.6497621,Mughlai,200.0,No,No,No,1,3.2,Orange,Average,13,"Opposite Gate 1, Jama Masjid, New Delhi"
4160,Phelwan Biryani Wala,1,New Delhi,77.2350818,28.6470498,Mughlai,150.0,No,No,No,1,3.0,Orange,Average,5,"701, Haveli Azam Khan, Chitli Qabar Chowk, Jama Masjid, New Delhi"
4161,Qureshi Kabab Corner,1,New Delhi,77.2348573,28.6498506,Mughlai,300.0,No,No,No,1,3.0,Orange,Average,5,"Urdu Bazar, Opposite Gate 1, Jama Masjid, New Delhi"
4162,Al Jawahar,1,New Delhi,77.2327023,28.6496214,Mughlai,600.0,No,No,No,2,3.8,Yellow,Good,1585,"8, Jama Masjid - Matia Mahal Road, Matia Mahal, Opposite Gate 1, Jama Masjid, New Delhi"
4163,Aslam Chicken,1,New Delhi,77.2335385,28.6486247,Mughlai,400.0,No,No,No,1,3.9,Yellow,Good,635,"Jama Masjid, New Delhi"
4164,Dil Pasand Biryani Point,1,New Delhi,77.2350818,28.6470498,Biryani,200.0,No,No,No,1,3.5,Yellow,Good,12,"735, Haveli Azam Khan, Chitli Qabar Chowk, Jama Masjid, New Delhi"
4165,Haji Mohd. Hussain,1,New Delhi,77.2336085,28.6489324,Mughlai,300.0,No,No,No,1,3.6,Yellow,Good,22,"113, Matia Mahal Road, Bazaar Matia Mahal, Jama Masjid, New Delhi"
4167,The Walled City - Caf�� & Lounge,1,New Delhi,77.2328365,28.6491652,Continental,700.0,No,No,No,2,3.8,Yellow,Good,40,"898, Jama Masjid, New Delhi"
4168,Al-Nawab,1,New Delhi,77.2362096,28.6498224,Mughlai,300.0,No,No,No,1,0.0,White,Not rated,0,"Jagat Cinema, Urdu Bazaar, Jama Masjid, New Delhi"
4170,Anwar Food Corner,1,New Delhi,77.2331077,28.6497611,Mughlai,600.0,No,No,No,2,0.0,White,Not rated,3,"Shop 911, Opposite Jama Masjid Gate 1, Jama Masjid, New Delhi"
4171,Fish Point,1,New Delhi,77.2348182,28.6497507,North Indian,200.0,No,No,No,1,0.0,White,Not rated,2,"4164, Urdu Bazar, Jama Masjid, New Delhi"
4173,Hotel Maidah,1,New Delhi,77.2328365,28.6492548,North Indian,400.0,No,No,No,1,0.0,White,Not rated,2,"2614 , Churiwalan, Jama Masjid, New Delhi"
4174,Lahori Food,1,New Delhi,77.2333916,28.6493023,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"Matia Mahal Road, Opposite Gate 1, Jama Masjid, New Delhi"
4175,Majlis Foods,1,New Delhi,77.2355652,28.6498655,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"Urdu Bazaar, Jama Masjid, New Delhi"
4177,Haji Shabrati Nihari Wale,1,New Delhi,77.234498,28.6467702,Mughlai,200.0,No,No,No,1,4.0,Green,Very Good,115,"Shop 722, Haveli Azam Khan, Chitli Qabar, Jama Masjid, New Delhi"
4178,Karim's,1,New Delhi,77.23363,28.6493933,Mughlai,800.0,No,No,No,2,4.0,Green,Very Good,4689,"16, Gali Kababian, Jama Masjid, New Delhi"
4179,Qureshi Kabab Corner,1,New Delhi,77.2348509,28.649739,Mughlai,200.0,No,No,No,1,4.3,Green,Very Good,76,"Opposite Gate 1, Jama Masjid, New Delhi"
4180,Bake Bikaner,1,New Delhi,77.0781883,28.6178488,North Indian,500.0,No,Yes,No,2,3.3,Orange,Average,86,"C-1/1, Opposite Mata Channan Devi Hospital, Janakpuri, New Delhi"
4181,Barista,1,New Delhi,77.081247,28.6308738,Cafe,650.0,No,Yes,No,2,3.3,Orange,Average,74,"G-2/A, Janak Place District Centre, Janakpuri, New Delhi"
4182,Behrouz Biryani,1,New Delhi,77.076075,28.624851,Biryani,600.0,No,Yes,No,2,3.4,Orange,Average,49,"Janakpuri, New Delhi"
4183,Brunchilli,1,New Delhi,77.09158983,28.61913158,North Indian,800.0,No,Yes,No,2,3.2,Orange,Average,84,"C-4B/295 A, Janakpuri, New Delhi"
4184,Cafe Coffee Day,1,New Delhi,77.0919751,28.6270907,Cafe,450.0,No,No,No,1,3.4,Orange,Average,50,"Opposite Easy Day Shopping Complex, B Block, Near Community Centre, Janakpuri, New Delhi"
4185,Chawla Dillivala,1,New Delhi,77.08765,28.6217683,North Indian,600.0,No,No,No,2,2.7,Orange,Average,91,"C-5-A, Shop 4, Janakpuri, New Delhi"
4186,Dhaba Ambarsariya,1,New Delhi,77.101121,28.625011,North Indian,700.0,Yes,Yes,No,2,3.3,Orange,Average,23,"BF-3, Jail Road, Next to Domino's, Hari Nager Depot, New Delhi"
4187,Domino's Pizza,1,New Delhi,77.0903177,28.6298073,Pizza,700.0,No,No,No,2,3.4,Orange,Average,88,"G1-G3, B Block, Community Centre, Allied Chambers, Janakpuri, New Delhi"
4188,GPW - The Food Hub,1,New Delhi,77.0895476,28.6156773,North Indian,400.0,No,Yes,No,1,3.0,Orange,Average,70,"Shop 2, C6B, DDA Market, Janakpuri, New Delhi"
4189,Green Bhojanalya,1,New Delhi,77.0821521,28.6237445,North Indian,400.0,No,Yes,No,1,3.2,Orange,Average,96,"WZ 62F/3, Possangi Pur Market, Near A 4, C Block, Janakpuri, New Delhi"
4190,Hira Sweets,1,New Delhi,77.0870265,28.6330204,North Indian,600.0,No,No,No,2,2.5,Orange,Average,85,"Janakpuri East Metro Station, Janakpuri, New Delhi"
4191,Hot Curries,1,New Delhi,77.09035702,28.61683827,North Indian,700.0,No,Yes,No,2,3.4,Orange,Average,60,"C4F, DDA Market, Janakpuri, New Delhi"
